ID,Üniversite,Bölüm,En Küçük Puan
356,YEDITEPE UNIVERSITESI,Makine Muhendisligi,474.62879
357,TURK HAVA KURUMU UNIVERSITESI,Yazilim Muhendisligi,474.60301
358,YILDIZ TEKNIK UNIVERSITESI,Metalurji ve Malzeme Muhendisligi,474.50789
359,ISTANBUL TEKNIK UNIVERSITESI,Tekstil Muhendisligi,474.33188
360,ISTANBUL SAGLIK VE TEKNOLOJI UNIVERSITESI,Dis Hekimligi,474.27722
361,ISTANBUL UNIVERSITESI,Ingilizce Mutercim ve Tercumanlik,474.16472
362,ISTINYE UNIVERSITESI,Yazilim Muhendisligi,474.09397
363,MEF UNIVERSITESI,Makine Muhendisligi,474.07573
364,HACETTEPE UNIVERSITESI,Ingiliz Dili ve Edebiyati,473.79271
365,IHSAN DOGRAMACI BILKENT UNIVERSITESI,Turizm ve Otel Isletmeciligi,473.73433
366,ISTANBUL MEDENIYET UNIVERSITESI,Tip,473.71678
367,ULUSLARARASI SARAYBOSNA UNIVERSITESI,Ingiliz Dili ve Edebiyati,473.50106
368,BAHCESEHIR UNIVERSITESI,Ekonomi,473.46997
369,BOGAZICI UNIVERSITESI,Sosyoloji,473.04903
370,ISTANBUL SABAHATTIN ZAIM UNIVERSITESI,Bilgisayar Muhendisligi,473.02995
371,TOBB EKONOMI VE TEKNOLOJI UNIVERSITESI,Gorsel Iletisim Tasarimi,472.8005
372,KOCAELI SAGLIK VE TEKNOLOJI UNIVERSITESI,Dis Hekimligi,472.7954
373,ISTANBUL GELISIM UNIVERSITESI,Dis Hekimligi,472.48113
374,YASAR UNIVERSITESI,Elektrik-Elektronik Muhendisligi,472.31989
375,BOGAZICI UNIVERSITESI,Matematik Ogretmenligi,472.10209
376,ATILIM UNIVERSITESI,Elektrik-Elektronik Muhendisligi,472.07443
377,CANKAYA UNIVERSITESI,Endustri Muhendisligi,472.02738
378,ABDULLAH GUL UNIVERSITESI,Bilgisayar Muhendisligi,471.55314
379,ANKARA BILIM UNIVERSITESI,Yazilim Muhendisligi,471.53142
380,YEDITEPE UNIVERSITESI,Gorsel Iletisim Tasarimi,471.48417
381,ORTA DOGU TEKNIK UNIVERSITESI,Siyaset Bilimi ve Kamu Yonetimi,471.43749
382,BEZM-I ÂLEM VAKIF UNIVERSITESI,Eczacilik,471.26328
383,MARMARA UNIVERSITESI,Makine Muhendisligi,471.18316
384,ACIBADEM MEHMET ALI AYDINLAR UNIVERSITESI,Biyomedikal Muhendisligi,471.06434
385,ISTANBUL OKAN UNIVERSITESI,Yazilim Muhendisligi,471.05143
386,HALIC UNIVERSITESI,Bilgisayar Muhendisligi,470.9749
387,BIRUNI UNIVERSITESI,Bilgisayar Muhendisligi,470.75212
388,ISTANBUL 29 MAYIS UNIVERSITESI,Ingilizce Mutercim ve Tercumanlik,470.71253
389,ANKARA YILDIRIM BEYAZIT UNIVERSITESI,Elektrik-Elektronik Muhendisligi,470.66081
390,OSTIM TEKNIK UNIVERSITESI,Havacilik ve Uzay Muhendisligi,470.57615
391,YILDIZ TEKNIK UNIVERSITESI,Gemi Insaati ve Gemi Makineleri Muhendisligi,470.53124
392,ISTANBUL GALATA UNIVERSITESI,Dis Hekimligi,470.46021
393,ISTANBUL TEKNIK UNIVERSITESI,Isletme,470.44089
394,IZMIR EKONOMI UNIVERSITESI,Mekatronik Muhendisligi,470.41452
395,ISTANBUL NISANTASI UNIVERSITESI,Dis Hekimligi,470.38398
396,YEDITEPE UNIVERSITESI,Ingiliz Dili ve Edebiyati,470.27601
397,TURK-ALMAN UNIVERSITESI,Isletme,470.22429
398,ISIK UNIVERSITESI,Yazilim Muhendisligi,470.06286
399,ORTA DOGU TEKNIK UNIVERSITESI,Petrol ve Dogalgaz Muhendisligi,469.98069
400,IZMIR EKONOMI UNIVERSITESI,Ekonomi,469.74761
401,HACETTEPE UNIVERSITESI,Kimya Muhendisligi,469.65744
402,USKUDAR UNIVERSITESI,Bilgisayar Muhendisligi,469.42209
403,GEBZE TEKNIK UNIVERSITESI,Elektronik Muhendisligi,469.22044
404,ISTANBUL BILGI UNIVERSITESI,Mekatronik Muhendisligi,469.2121
405,KADIR HAS UNIVERSITESI,Mekatronik Muhendisligi,469.2082
406,DOGU AKDENIZ UNIVERSITESI,Dis Hekimligi,469.15334
407,YASAR UNIVERSITESI,Ingilizce Mutercim ve Tercumanlik,469.13972
408,ESKISEHIR TEKNIK UNIVERSITESI,Elektrik-Elektronik Muhendisligi,469.10747
409,MARMARA UNIVERSITESI,Yonetim Bilisim Sistemleri,469.08145
410,MUGLA SITKI KOCMAN UNIVERSITESI,Bilgisayar Muhendisligi,469.04255
411,KAPADOKYA UNIVERSITESI,Dis Hekimligi,468.9589
412,TED UNIVERSITESI,Ingilizce Ogretmenligi,468.81517
413,BAHCESEHIR UNIVERSITESI,Ingilizce Ogretmenligi,468.73444
414,ANKARA MEDIPOL UNIVERSITESI,Elektrik-Elektronik Muhendisligi,468.61653
415,MALTEPE UNIVERSITESI,Endustri Muhendisligi,468.61223
416,IHSAN DOGRAMACI BILKENT UNIVERSITESI,Grafik Tasarimi,468.60959
417,ORTA DOGU TEKNIK UNIVERSITESI,Matematik Ogretmenligi,468.44471
418,MARMARA UNIVERSITESI,Ingilizce Mutercim ve Tercumanlik,468.25829
419,YEDITEPE UNIVERSITESI,Genetik ve Biyomuhendislik,468.19588
420,CUKUROVA UNIVERSITESI,Bilgisayar Muhendisligi,468.14646
421,YEDITEPE UNIVERSITESI,Uluslararasi Finans,468.12026
422,ORTA DOGU TEKNIK UNIVERSITESI,Gida Muhendisligi,467.84985
423,DOGUS UNIVERSITESI,Bilgisayar Muhendisligi,467.80233
424,IZMIR EKONOMI UNIVERSITESI,Makine Muhendisligi,467.54578
425,SAKARYA UNIVERSITESI,Yazilim Muhendisligi,467.53766
426,EGE UNIVERSITESI,Ingilizce Mutercim ve Tercumanlik,467.52156
427,ISTANBUL BILGI UNIVERSITESI,Psikoloji,467.49187
428,YEDITEPE UNIVERSITESI,Fizik,467.39583
429,ANKARA UNIVERSITESI,Eczacilik,467.28225
430,EGE UNIVERSITESI,Eczacilik,467.25484
431,ISTANBUL BILGI UNIVERSITESI,Yonetim Bilisim Sistemleri,467.254
432,BAHCESEHIR UNIVERSITESI,Mimarlik,467.134
433,YEDITEPE UNIVERSITESI,Siyaset Bilimi ve Uluslararasi Iliskiler,467.10303
434,ISTANBUL TEKNIK UNIVERSITESI,Endustriyel Tasarim,466.90285
435,TURK-ALMAN UNIVERSITESI,Molekuler Biyoteknoloji,466.86112
436,YAKIN DOGU UNIVERSITESI,Dis Hekimligi,466.83573
437,KADIR HAS UNIVERSITESI,Gorsel Iletisim Tasarimi,466.69112
438,ISTANBUL UNIVERSITESI-CERRAHPASA,Endustri Muhendisligi,466.60334
439,ISTANBUL BILGI UNIVERSITESI,Ingiliz Dili ve Edebiyati,466.48895
440,OZYEGIN UNIVERSITESI,Mimarlik,466.42048
441,TOBB EKONOMI VE TEKNOLOJI UNIVERSITESI,Turk Dili ve Edebiyati,466.13213
442,BAHCESEHIR UNIVERSITESI,Hukuk,466.0765
443,BAHCESEHIR UNIVERSITESI,Gastronomi ve Mutfak Sanatlari,466.01385
444,OZYEGIN UNIVERSITESI,Endustriyel Tasarim,465.64766
445,ISTANBUL SABAHATTIN ZAIM UNIVERSITESI,Yazilim Muhendisligi,465.60028
446,GEBZE TEKNIK UNIVERSITESI,Makine Muhendisligi,465.58101
447,OSTIM TEKNIK UNIVERSITESI,Elektrik-Elektronik Muhendisligi,465.48699
448,GAZI UNIVERSITESI,Eczacilik,465.40914
449,BOGAZICI UNIVERSITESI,Bilgisayar ve Ogretim Teknolojileri Ogretmenligi,465.33575
450,ISTANBUL AYDIN UNIVERSITESI,Havacilik ve Uzay Muhendisligi,465.28172
451,KIBRIS SAGLIK VE TOPLUM BILIMLERI UNIVERSITESI,Dis Hekimligi,465.13428
452,HACETTEPE UNIVERSITESI,Ingiliz Dilbilimi,465.13275
453,ATILIM UNIVERSITESI,Bilisim Sistemleri Muhendisligi,464.84542
454,BASKENT UNIVERSITESI,Makine Muhendisligi,464.74014
455,KOCAELI UNIVERSITESI,Yazilim Muhendisligi,464.51888
456,BAHCESEHIR UNIVERSITESI,Endustriyel Tasarim,464.44606
457,ADA KENT UNIVERSITESI,Dis Hekimligi,464.38655
458,LEFKE AVRUPA UNIVERSITESI,Dis Hekimligi,464.33321
459,GIRNE UNIVERSITESI,Dis Hekimligi,464.32891
460,OZYEGIN UNIVERSITESI,Havacilik Yonetimi,464.30054
461,MANISA CELÂL BAYAR UNIVERSITESI,Bilgisayar Muhendisligi,464.2281
462,YEDITEPE UNIVERSITESI,Bilisim Sistemleri ve Teknolojileri,464.17509
463,IHSAN DOGRAMACI BILKENT UNIVERSITESI,Iletisim ve Tasarimi,464.0
464,IZMIR KATIP CELEBI UNIVERSITESI,Kimya Muhendisligi,463.99382
465,OZYEGIN UNIVERSITESI,Insaat Muhendisligi,463.96421
466,FATIH SULTAN MEHMET VAKIF UNIVERSITESI,Bilgisayar Muhendisligi,463.9553
467,ISTANBUL TICARET UNIVERSITESI,Bilgisayar Muhendisligi,463.95494
468,ISTANBUL UNIVERSITESI-CERRAHPASA,Eczacilik,463.86999
469,ANKARA MEDIPOL UNIVERSITESI,Eczacilik,463.67916
470,USKUDAR UNIVERSITESI,Yazilim Muhendisligi,463.61931
471,BOGAZICI UNIVERSITESI,Turk Dili ve Edebiyati,463.5314
472,ORTA DOGU TEKNIK UNIVERSITESI,Cevre Muhendisligi,463.4183
473,ISTANBUL BILGI UNIVERSITESI,Ekonomi,463.29394
474,HACETTEPE UNIVERSITESI,Matematik Ogretmenligi,463.16501
475,CANKAYA UNIVERSITESI,Mekatronik Muhendisligi,463.02422
476,ANADOLU UNIVERSITESI,Eczacilik,462.8922
477,ESKISEHIR OSMANGAZI UNIVERSITESI,Elektrik-Elektronik Muhendisligi,462.79831
478,ORTA DOGU TEKNIK UNIVERSITESI,Elektrik-Elektronik Muhendisligi,462.76506
479,ISTANBUL TICARET UNIVERSITESI,Yazilim Muhendisligi,462.64653
480,MARMARA UNIVERSITESI,Eczacilik,462.59837
481,HALIC UNIVERSITESI,Yazilim Muhendisligi,462.54473
482,BASKENT UNIVERSITESI,Eczacilik,462.52709
483,AYDIN ADNAN MENDERES UNIVERSITESI,Bilgisayar Muhendisligi,462.26251
484,YEDITEPE UNIVERSITESI,Ozel Egitim Ogretmenligi,462.05182
485,BAHCESEHIR UNIVERSITESI,Isletme,462.00306
486,HACETTEPE UNIVERSITESI,Psikoloji,461.7595
487,ESKISEHIR TEKNIK UNIVERSITESI,Endustri Muhendisligi,461.68113
488,IZMIR EKONOMI UNIVERSITESI,Gastronomi ve Mutfak Sanatlari,461.57836
489,IZMIR KATIP CELEBI UNIVERSITESI,Eczacilik,461.56193
490,TURK HAVA KURUMU UNIVERSITESI,Elektrik-Elektronik Muhendisligi,461.40359
491,MUGLA SITKI KOCMAN UNIVERSITESI,Yazilim Muhendisligi,461.23273
492,SAGLIK BILIMLERI UNIVERSITESI,Eczacilik,461.09934
493,FATIH SULTAN MEHMET VAKIF UNIVERSITESI,Yazilim Muhendisligi,461.08856
494,ATILIM UNIVERSITESI,Endustri Muhendisligi,461.03762
495,EGE UNIVERSITESI,Makine Muhendisligi,460.94084
496,ISTANBUL TEKNIK UNIVERSITESI,Kimya,460.80478
497,BAHCESEHIR UNIVERSITESI,Psikoloji,460.79747
498,ORTA DOGU TEKNIK UNIVERSITESI,Maden Muhendisligi,460.78313
499,LOKMAN HEKIM UNIVERSITESI,Eczacilik,460.70477
500,MALTEPE UNIVERSITESI,Elektrik-Elektronik Muhendisligi,460.67966
501,CUKUROVA UNIVERSITESI,Eczacilik,460.53916
502,KTO KARATAY UNIVERSITESI,Bilgisayar Muhendisligi,460.23189
503,BIRUNI UNIVERSITESI,Eczacilik,460.15939
504,DOKUZ EYLUL UNIVERSITESI,Hukuk,460.0
505,DOKUZ EYLUL UNIVERSITESI,Ingilizce Mutercim ve Tercumanlik,459.95628
506,BASKENT UNIVERSITESI,Ingilizce Mutercim ve Tercumanlik,459.82078
507,YILDIZ TEKNIK UNIVERSITESI,Mimarlik,459.61599
508,ISTANBUL UNIVERSITESI-CERRAHPASA,Elektrik-Elektronik Muhendisligi,459.59924
509,YILDIZ TEKNIK UNIVERSITESI,Ingilizce Ogretmenligi,459.43422
510,IZMIR EKONOMI UNIVERSITESI,Genetik ve Biyomuhendislik,459.41948
511,ISTANBUL TEKNIK UNIVERSITESI,Gemi Makineleri Isletme Muhendisligi,459.35746
512,TED UNIVERSITESI,Ingiliz Dili ve Edebiyati,459.32953
513,YEDITEPE UNIVERSITESI,Reklam Tasarimi ve Iletisimi,459.08321
514,ISTANBUL UNIVERSITESI,Ingiliz Dili ve Edebiyati,458.98774
515,TED UNIVERSITESI,Mimarlik,458.94895
516,KADIR HAS UNIVERSITESI,Molekuler Biyoloji ve Genetik,458.92438
517,ERCIYES UNIVERSITESI,Yazilim Muhendisligi,458.83819
518,SELCUK UNIVERSITESI,Eczacilik,458.66439
519,ISTINYE UNIVERSITESI,Eczacilik,458.63755
520,KADIR HAS UNIVERSITESI,"Radyo, Televizyon ve Sinema",458.60109
521,MERSIN UNIVERSITESI,Eczacilik,458.53534
522,YEDITEPE UNIVERSITESI,Gazetecilik,458.36831
523,ISTANBUL BILGI UNIVERSITESI,Makine Muhendisligi,458.36666
524,TED UNIVERSITESI,Gorsel Iletisim Tasarimi,458.27375
525,ANKARA YILDIRIM BEYAZIT UNIVERSITESI,Endustri Muhendisligi,458.13024
526,KOCAELI SAGLIK VE TEKNOLOJI UNIVERSITESI,Eczacilik,458.11595
527,YEDITEPE UNIVERSITESI,"Radyo, Televizyon ve Sinema",457.98928
528,BAHCESEHIR UNIVERSITESI,Ekonomi ve Finans,457.96225
529,ORTA DOGU TEKNIK UNIVERSITESI,Tarih,457.91844
530,ERCIYES UNIVERSITESI,Eczacilik,457.8739
531,ATILIM UNIVERSITESI,Mekatronik Muhendisligi,457.73058
532,IZMIR EKONOMI UNIVERSITESI,Gorsel Iletisim Tasarimi,457.67636
533,ISTANBUL TEKNIK UNIVERSITESI,Gida Muhendisligi,457.60725
534,OZYEGIN UNIVERSITESI,Otel Yoneticiligi,457.60584
535,TED UNIVERSITESI,Endustriyel Tasarim,457.51533
536,BOGAZICI UNIVERSITESI,Felsefe,457.47473
537,IHSAN DOGRAMACI BILKENT UNIVERSITESI,Kentsel Tasarim ve Peyzaj Mimarligi,457.38181
538,HACETTEPE UNIVERSITESI,Ozel Egitim Ogretmenligi,457.35636
539,KARADENIZ TEKNIK UNIVERSITESI,Bilgisayar Muhendisligi,457.32318
540,YEDITEPE UNIVERSITESI,Turk Dili ve Edebiyati,457.22941
541,ALTINBAS UNIVERSITESI,Bilgisayar Muhendisligi,457.21514
542,ONDOKUZ MAYIS UNIVERSITESI,Eczacilik,457.17551
543,SULEYMAN DEMIREL UNIVERSITESI,Eczacilik,456.92433
544,FENERBAHCE UNIVERSITESI,Bilgisayar Muhendisligi,456.82428
545,GAZI UNIVERSITESI,Ingilizce Ogretmenligi,456.7284
546,CANKAYA UNIVERSITESI,Ingilizce Mutercim ve Tercumanlik,456.6528
547,DICLE UNIVERSITESI,Eczacilik,456.62134
548,PIRI REIS UNIVERSITESI,Gemi Insaati ve Gemi Makineleri Muhendisligi,456.55096
549,MARMARA UNIVERSITESI,Ingilizce Ogretmenligi,456.47381
550,HACETTEPE UNIVERSITESI,Amerikan Kulturu ve Edebiyati,456.46931
551,ISTANBUL SAGLIK VE TEKNOLOJI UNIVERSITESI,Eczacilik,456.36932
552,YEDITEPE UNIVERSITESI,Uluslararasi Ticaret ve Isletmecilik,456.36253
553,YEDITEPE UNIVERSITESI,Yazilim Gelistirme,456.25923
554,ISTANBUL YENI YUZYIL UNIVERSITESI,Eczacilik,456.10188
555,ISTANBUL MEDIPOL UNIVERSITESI,Dil ve Konusma Terapisi,456.0644
556,YEDITEPE UNIVERSITESI,Rus Dili ve Edebiyati,456.0074
557,ORTA DOGU TEKNIK UNIVERSITESI,Jeoloji Muhendisligi,455.9826
558,TURK-ALMAN UNIVERSITESI,Iktisat,455.97765
559,HALIC UNIVERSITESI,Ingilizce Mutercim ve Tercumanlik,455.95228
560,BEYKOZ UNIVERSITESI,Bilgisayar Muhendisligi,455.60293
561,ISTANBUL AREL UNIVERSITESI,Bilgisayar Muhendisligi,455.56289
562,KARADENIZ TEKNIK UNIVERSITESI,Eczacilik,455.40812
563,ISTANBUL TEKNIK UNIVERSITESI,Deniz Ulastirma Isletme Muhendisligi,455.40168
564,ANKARA UNIVERSITESI,Veteriner,455.36476
565,TED UNIVERSITESI,Psikoloji,455.21954
566,TRAKYA UNIVERSITESI,Eczacilik,455.20064
567,YEDITEPE UNIVERSITESI,Halkla Iliskiler ve Tanitim,455.19854
568,ISTANBUL OKAN UNIVERSITESI,Endustri Muhendisligi,455.09271
569,ATILIM UNIVERSITESI,Makine Muhendisligi,455.06936
570,DOGUS UNIVERSITESI,Yazilim Muhendisligi,455.03323
571,ALTINBAS UNIVERSITESI,Eczacilik,455.02872
572,TURK-ALMAN UNIVERSITESI,Insaat Muhendisligi,454.99104
573,BOGAZICI UNIVERSITESI,Rehberlik ve Psikolojik Danismanlik,454.97589
574,ICISLERI BAKANLIGI VE MILLI SAVUNMA BAKANLIGI ADINA SAGLIK BILIMLERI UNIVERSITESINDE EGITIM ALACAKLAR,Eczacilik,454.87222
575,ORTA DOGU TEKNIK UNIVERSITESI,Ilkogretim Matematik Ogretmenligi,454.84282
576,OSTIM TEKNIK UNIVERSITESI,Endustri Muhendisligi,454.81269
577,HACETTEPE UNIVERSITESI,Fransizca Mutercim ve Tercumanlik,454.53247
578,ISTANBUL TEKNIK UNIVERSITESI,Gemi ve Deniz Teknolojisi Muhendisligi,454.516
579,BOGAZICI UNIVERSITESI,Okul Oncesi Ogretmenligi,454.39415
580,BASKENT UNIVERSITESI,Ingilizce Ogretmenligi,454.35787
581,CANKAYA UNIVERSITESI,Makine Muhendisligi,454.15173
582,DUZCE UNIVERSITESI,Eczacilik,454.11252
583,GALATASARAY UNIVERSITESI,Sosyoloji,454.05559
584,HACETTEPE UNIVERSITESI,Ilkogretim Matematik Ogretmenligi,453.96219
585,NECMETTIN ERBAKAN UNIVERSITESI,Ucak Muhendisligi,453.96175
586,AFYONKARAHISAR SAGLIK BILIMLERI UNIVERSITESI,Eczacilik,453.91899
587,MEF UNIVERSITESI,Ekonomi,453.70705
588,BURSA ULUDAG UNIVERSITESI,Endustri Muhendisligi,453.65681
589,ALTINBAS UNIVERSITESI,Yazilim Muhendisligi,453.56987
590,SIVAS BILIM VE TEKNOLOJI UNIVERSITESI,Ucak Muhendisligi,453.47648
591,TURK HAVA KURUMU UNIVERSITESI,Endustri Muhendisligi,453.42912
592,FENERBAHCE UNIVERSITESI,Eczacilik,453.31287
593,BAHCESEHIR UNIVERSITESI,Sinema ve Televizyon,453.25019
594,FATIH SULTAN MEHMET VAKIF UNIVERSITESI,Ingilizce Mutercim ve Tercumanlik,453.12652
595,TURK HAVA KURUMU UNIVERSITESI,Makine Muhendisligi,452.90271
596,BASKENT UNIVERSITESI,Hukuk,452.87011
597,ISTANBUL ATLAS UNIVERSITESI,Yazilim Muhendisligi,452.69518
598,ISTANBUL ATLAS UNIVERSITESI,Bilgisayar Muhendisligi,452.59829
599,KARADENIZ TEKNIK UNIVERSITESI,Yazilim Muhendisligi,452.5832
600,KOCAELI SAGLIK VE TEKNOLOJI UNIVERSITESI,Bilgisayar Muhendisligi,452.50675
601,ISTINYE UNIVERSITESI,Elektrik-Elektronik Muhendisligi,452.49635
602,ISTANBUL GELISIM UNIVERSITESI,Bilgisayar Muhendisligi,452.46099
603,ORTA DOGU TEKNIK UNIVERSITESI,Makine Muhendisligi,452.38554
604,INONU UNIVERSITESI,Eczacilik,452.28262
605,EGE UNIVERSITESI,Kimya Muhendisligi,452.26759
606,ISTANBUL BILGI UNIVERSITESI,Hukuk,452.1746
607,ISTANBUL BEYKENT UNIVERSITESI,Yazilim Muhendisligi,452.12439
608,HARRAN UNIVERSITESI,Eczacilik,452.09884
609,ISTANBUL BILGI UNIVERSITESI,Matematik,452.04595
610,HASAN KALYONCU UNIVERSITESI,Yazilim Muhendisligi,451.99524
611,YEDITEPE UNIVERSITESI,Biyomedikal Muhendisligi,451.93907
612,IBN HALDUN UNIVERSITESI,Psikoloji,451.88596
613,ZONGULDAK BULENT ECEVIT UNIVERSITESI,Eczacilik,451.7963
614,SIVAS CUMHURIYET UNIVERSITESI,Eczacilik,451.77849
615,HACETTEPE UNIVERSITESI,Almanca Mutercim ve Tercumanlik,451.70012
616,KADIR HAS UNIVERSITESI,Yonetim Bilisim Sistemleri,451.60991
617,YILDIZ TEKNIK UNIVERSITESI,Molekuler Biyoloji ve Genetik,451.55708
618,KADIR HAS UNIVERSITESI,Reklamcilik,451.5233
619,ISTANBUL NISANTASI UNIVERSITESI,Yazilim Muhendisligi,451.40268
620,ISTANBUL TICARET UNIVERSITESI,Mekatronik Muhendisligi,451.16031
621,IZMIR EKONOMI UNIVERSITESI,Biyomedikal Muhendisligi,451.14963
622,ISTANBUL TEKNIK UNIVERSITESI,Petrol ve Dogalgaz Muhendisligi,451.07706
623,ISTANBUL BILGI UNIVERSITESI,Enerji Sistemleri Muhendisligi,451.02147
624,ERCIYES UNIVERSITESI,Bilgisayar Muhendisligi,450.99771
625,DOKUZ EYLUL UNIVERSITESI,Ingilizce Ogretmenligi,450.96662
626,YASAR UNIVERSITESI,Makine Muhendisligi,450.9241
627,ATATURK UNIVERSITESI,Eczacilik,450.89463
628,GAZI UNIVERSITESI,Matematik Ogretmenligi,450.81408
629,HALIC UNIVERSITESI,Endustri Muhendisligi,450.7463
630,VAN YUZUNCU YIL UNIVERSITESI,Eczacilik,450.67068
631,HASAN KALYONCU UNIVERSITESI,Bilgisayar Muhendisligi,450.4452
632,YEDITEPE UNIVERSITESI,Malzeme Bilimi ve Nanoteknoloji Muhendisligi,450.39778
633,EGE UNIVERSITESI,Ingiliz Dili ve Edebiyati,450.37996
634,FIRAT UNIVERSITESI,Eczacilik,450.16473
635,KADIR HAS UNIVERSITESI,Yeni Medya,450.10162
636,HACETTEPE UNIVERSITESI,Dil ve Konusma Terapisi,450.09895
637,IZMIR EKONOMI UNIVERSITESI,Yeni Medya ve Iletisim,449.94813
638,DOGU AKDENIZ UNIVERSITESI,Eczacilik,449.8521
639,GAZI UNIVERSITESI,Kimya Muhendisligi,449.80987
640,BOGAZICI UNIVERSITESI,Ilkogretim Matematik Ogretmenligi,449.77854
641,ISTANBUL UNIVERSITESI,Yonetim Bilisim Sistemleri,449.764
642,TOROS UNIVERSITESI,Yazilim Muhendisligi,449.66814
643,ANKARA UNIVERSITESI,Ingiliz Dili ve Edebiyati,449.66282
644,ANKARA YILDIRIM BEYAZIT UNIVERSITESI,Makine Muhendisligi,449.65435
645,YEDITEPE UNIVERSITESI,Elektronik Ticaret ve Yonetimi,449.46861
646,KADIR HAS UNIVERSITESI,Halkla Iliskiler ve Tanitim,449.46618
647,IBN HALDUN UNIVERSITESI,Hukuk,449.31149
648,ISTANBUL TEKNIK UNIVERSITESI,Cevre Muhendisligi,449.22366
649,ISTANBUL AYDIN UNIVERSITESI,Endustri Muhendisligi,449.0931
650,ORTA DOGU TEKNIK UNIVERSITESI,Bilgisayar ve Ogretim Teknolojileri Ogretmenligi,449.05125
651,IZMIR KATIP CELEBI UNIVERSITESI,Elektrik-Elektronik Muhendisligi,448.9892
652,IZMIR KATIP CELEBI UNIVERSITESI,Biyomuhendislik,448.97975
653,ISTANBUL GEDIK UNIVERSITESI,Bilgisayar Muhendisligi,448.89149
654,YILDIZ TEKNIK UNIVERSITESI,Biyomuhendislik,448.85903
655,ADIYAMAN UNIVERSITESI,Eczacilik,448.8558
656,BASKENT UNIVERSITESI,Psikoloji,448.71855
657,IZMIR EKONOMI UNIVERSITESI,Mimarlik,448.67497
658,IHSAN DOGRAMACI BILKENT UNIVERSITESI,Ic Mimarlik ve Cevre Tasarimi,448.56574
659,ANADOLU UNIVERSITESI,Ingilizce Ogretmenligi,448.56134
660,ERZINCAN BINALI YILDIRIM UNIVERSITESI,Eczacilik,448.51423
661,ISTANBUL UNIVERSITESI-CERRAHPASA,Ingilizce Ogretmenligi,448.26592
662,YASAR UNIVERSITESI,Ingiliz Dili ve Edebiyati,448.22398
663,BAHCESEHIR UNIVERSITESI,Yeni Medya,448.20788
664,YILDIZ TEKNIK UNIVERSITESI,Fransizca Mutercim ve Tercumanlik,448.15957
665,BEYKOZ UNIVERSITESI,Yazilim Muhendisligi,448.10786
666,ORTA DOGU TEKNIK UNIVERSITESI,Okul Oncesi Ogretmenligi,448.10645
667,ISTANBUL UNIVERSITESI-CERRAHPASA,Makine Muhendisligi,447.95727
668,ISTANBUL MEDIPOL UNIVERSITESI,Ingilizce Ogretmenligi,447.89059
669,ANKARA BILIM UNIVERSITESI,Elektrik-Elektronik Muhendisligi,447.87237
670,MEF UNIVERSITESI,Isletme,447.84902
671,ISIK UNIVERSITESI,Elektrik-Elektronik Muhendisligi,447.73322
672,BAHCESEHIR UNIVERSITESI,Reklamcilik,447.72258
673,ISIK UNIVERSITESI,Endustri Muhendisligi,447.59278
674,OZYEGIN UNIVERSITESI,Ic Mimarlik ve Cevre Tasarimi,447.55742
675,ANKARA BILIM UNIVERSITESI,Endustri Muhendisligi,447.34584
676,BASKENT UNIVERSITESI,Mimarlik,447.3425
677,TURK-ALMAN UNIVERSITESI,Malzeme Bilimi ve Teknolojileri,447.3129
678,ATILIM UNIVERSITESI,Ingilizce Mutercim ve Tercumanlik,447.26309
679,ISTANBUL BILGI UNIVERSITESI,Gorsel Iletisim Tasarimi,446.86946
680,BASKENT UNIVERSITESI,Gorsel Iletisim Tasarimi,446.85826
681,MARMARA UNIVERSITESI,Kimya Muhendisligi,446.85654
682,ISTANBUL TICARET UNIVERSITESI,Medya ve Iletisim,446.85649
683,ISTANBUL BILGI UNIVERSITESI,Gastronomi ve Mutfak Sanatlari,446.82009
684,IZMIR EKONOMI UNIVERSITESI,Psikoloji,446.70889
685,AGRI IBRAHIM CECEN UNIVERSITESI,Eczacilik,446.65147
686,ISTANBUL KULTUR UNIVERSITESI,Endustri Muhendisligi,446.57306
687,IHSAN DOGRAMACI BILKENT UNIVERSITESI,Felsefe,446.57289
688,ISTANBUL OKAN UNIVERSITESI,Cince Mutercim ve Tercumanlik,446.32181
689,GAZI UNIVERSITESI,Ilkogretim Matematik Ogretmenligi,446.15217
690,ANKARA BILIM UNIVERSITESI,Bilisim Sistemleri Muhendisligi,446.1183
691,YAKIN DOGU UNIVERSITESI,Eczacilik,446.07192
692,ISTANBUL NISANTASI UNIVERSITESI,Bilgisayar Muhendisligi,445.85914
693,BAHCESEHIR UNIVERSITESI,Siyaset Bilimi ve Uluslararasi Iliskiler,445.80306
694,ISIK UNIVERSITESI,Mekatronik Muhendisligi,445.69142
695,ULUSLARARASI KIBRIS UNIVERSITESI,Eczacilik,445.54122
696,DOGU AKDENIZ UNIVERSITESI,Bilgisayar Muhendisligi,445.52608
697,YASAR UNIVERSITESI,Gastronomi ve Mutfak Sanatlari,445.48959
698,BAHCESEHIR UNIVERSITESI,Okul Oncesi Ogretmenligi,445.48048
699,DOKUZ EYLUL UNIVERSITESI,Makine Muhendisligi,445.36209
700,ISTANBUL BEYKENT UNIVERSITESI,Endustri Muhendisligi,445.33532
701,YILDIZ TEKNIK UNIVERSITESI,Gemi Makineleri Isletme Muhendisligi,445.32388
702,MARMARA UNIVERSITESI,Matematik Ogretmenligi,445.32012
